Starting BFS (two pass, full exploration) on 16 x 16 maze
Step: 318 | Position: (1,7) | Action: FORWARD | Unique cells visited: 231
Step: 319 | Position: (1,6) | Action: FORWARD | Unique cells visited: 232
Step: 320 | Position: (1,7) | Action: TURN_AROUND_AND_FORWARD | Unique cells visited: 232
Step: 321 | Position: (1,8) | Action: FORWARD | Unique cells visited: 232
Step: 322 | Position: (2,8) | Action: TURN_RIGHT_AND_FORWARD | Unique cells visited: 232
Step: 323 | Position: (3,8) | Action: FORWARD | Unique cells visited: 232
Step: 324 | Position: (4,8) | Action: FORWARD | Unique cells visited: 232
Step: 325 | Position: (5,8) | Action: FORWARD | Unique cells visited: 232
Step: 326 | Position: (5,9) | Action: TURN_LEFT_AND_FORWARD | Unique cells visited: 232
Step: 327 | Position: (6,9) | Action: TURN_RIGHT_AND_FORWARD | Unique cells visited: 233
Step: 328 | Position: (6,10) | Action: TURN_LEFT_AND_FORWARD | Unique cells visited: 234
Step: 329 | Position: (7,10) | Action: TURN_RIGHT_AND_FORWARD | Unique cells visited: 235
Step: 330 | Position: (7,11) | Action: TURN_LEFT_AND_FORWARD | Unique cells visited: 236
Step: 331 | Position: (8,11) | Action: TURN_RIGHT_AND_FORWARD | Unique cells visited: 237
Step: 332 | Position: (9,11) | Action: FORWARD | Unique cells visited: 238
Step: 333 | Position: (9,10) | Action: TURN_RIGHT_AND_FORWARD | Unique cells visited: 239
Step: 334 | Position: (9,11) | Action: TURN_AROUND_AND_FORWARD | Unique cells visited: 239
Step: 335 | Position: (8,11) | Action: TURN_LEFT_AND_FORWARD | Unique cells visited: 239
Step: 336 | Position: (7,11) | Action: FORWARD | Unique cells visited: 239
Step: 337 | Position: (6,11) | Action: FORWARD | Unique cells visited: 240
Step: 338 | Position: (7,11) | Action: TURN_AROUND_AND_FORWARD | Unique cells visited: 240
Step: 339 | Position: (7,10) | Action: TURN_RIGHT_AND_FORWARD | Unique cells visited: 240
Step: 340 | Position: (8,10) | Action: TURN_LEFT_AND_FORWARD | Unique cells visited: 241
Step: 341 | Position: (7,10) | Action: TURN_AROUND_AND_FORWARD | Unique cells visited: 241
Step: 342 | Position: (6,10) | Action: FORWARD | Unique cells visited: 241
Step: 343 | Position: (6,9) | Action: TURN_LEFT_AND_FORWARD | Unique cells visited: 241
