Starting BFS (two pass, full exploration) on 16 x 16 maze
Step: 294 | Position: (12,14) | Action: TURN_LEFT_AND_FORWARD | Unique cells visited: 238
Step: 295 | Position: (13,14) | Action: TURN_LEFT_AND_FORWARD | Unique cells visited: 239
Step: 296 | Position: (13,13) | Action: TURN_RIGHT_AND_FORWARD | Unique cells visited: 240
Step: 297 | Position: (13,12) | Action: FORWARD | Unique cells visited: 241
Step: 298 | Position: (12,12) | Action: TURN_RIGHT_AND_FORWARD | Unique cells visited: 242
Step: 299 | Position: (12,13) | Action: TURN_RIGHT_AND_FORWARD | Unique cells visited: 243
Step: 300 | Position: (11,13) | Action: TURN_LEFT_AND_FORWARD | Unique cells visited: 244
Step: 301 | Position: (11,14) | Action: TURN_RIGHT_AND_FORWARD | Unique cells visited: 245
Step: 302 | Position: (11,15) | Action: FORWARD | Unique cells visited: 246
Step: 303 | Position: (11,14) | Action: TURN_AROUND_AND_FORWARD | Unique cells visited: 246
Step: 304 | Position: (11,13) | Action: FORWARD | Unique cells visited: 246
Step: 305 | Position: (12,13) | Action: TURN_LEFT_AND_FORWARD | Unique cells visited: 246
Step: 306 | Position: (12,12) | Action: TURN_RIGHT_AND_FORWARD | Unique cells visited: 246
Step: 307 | Position: (11,12) | Action: TURN_RIGHT_AND_FORWARD | Unique cells visited: 247
Step: 308 | Position: (10,12) | Action: FORWARD | Unique cells visited: 247
Step: 309 | Position: (10,11) | Action: TURN_LEFT_AND_FORWARD | Unique cells visited: 247
Step: 310 | Position: (11,11) | Action: TURN_LEFT_AND_FORWARD | Unique cells visited: 248
Step: 311 | Position: (12,11) | Action: FORWARD | Unique cells visited: 249
Step: 312 | Position: (13,11) | Action: FORWARD | Unique cells visited: 250
Step: 313 | Position: (14,11) | Action: FORWARD | Unique cells visited: 251
Step: 314 | Position: (13,11) | Action: TURN_AROUND_AND_FORWARD | Unique cells visited: 251
Step: 315 | Position: (12,11) | Action: FORWARD | Unique cells visited: 251
Step: 316 | Position: (11,11) | Action: FORWARD | Unique cells visited: 251
Step: 317 | Position: (10,11) | Action: FORWARD | Unique cells visited: 251
Step: 318 | Position: (9,11) | Action: FORWARD | Unique cells visited: 251
Step: 319 | Position: (9,12) | Action: TURN_RIGHT_AND_FORWARD | Unique cells visited: 251
